sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end

TripAdivisor_Vi_10395:2	Đồ ăn siêu ngon và tươi, phong phú cả đồ âu và việt .	đồ ăn siêu ngon và tươi , phong phú cả đồ âu và việt	service	positive	service positive	yes	1	15

TripAdivisor_Vi_10395:2	Đồ ăn siêu ngon và tươi, phong phú cả đồ âu và việt .	đồ ăn siêu ngon và tươi , phong phú cả đồ âu và việt	service	negative	service negative	no	0	0

TripAdivisor_Vi_10395:2	Đồ ăn siêu ngon và tươi, phong phú cả đồ âu và việt .	đồ ăn siêu ngon và tươi , phong phú cả đồ âu và việt	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10395:3	Nhân viên cực kỳ dễ thương .	nhân viên cực kỳ dễ thương	service	positive	service positive	yes	1	7

TripAdivisor_Vi_10395:3	Nhân viên cực kỳ dễ thương .	nhân viên cực kỳ dễ thương	service	negative	service negative	no	0	0

TripAdivisor_Vi_10395:3	Nhân viên cực kỳ dễ thương .	nhân viên cực kỳ dễ thương	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10395:4	Chúng tôi sẽ quay lại đây .	chúng tôi sẽ quay lại đây	loyalty	positive	loyalty positive	yes	1	7

TripAdivisor_Vi_10395:4	Chúng tôi sẽ quay lại đây .	chúng tôi sẽ quay lại đây	loyalty	negative	loyalty negative	no	0	0

TripAdivisor_Vi_10395:4	Chúng tôi sẽ quay lại đây .	chúng tôi sẽ quay lại đây	loyalty	neutral	loyalty neutral	no	0	0

TripAdivisor_Vi_1040:0	Khi đến khách sạn các bạn nhân viên rất nhiệt tình chào hỏi và mời nước bọn mình .	khi đến khách sạn các bạn nhân viên rất nhiệt tình chào hỏi và mời nước bọn mình	service	positive	service positive	yes	1	19

TripAdivisor_Vi_1040:0	Khi đến khách sạn các bạn nhân viên rất nhiệt tình chào hỏi và mời nước bọn mình .	khi đến khách sạn các bạn nhân viên rất nhiệt tình chào hỏi và mời nước bọn mình	service	negative	service negative	no	0	0

TripAdivisor_Vi_1040:0	Khi đến khách sạn các bạn nhân viên rất nhiệt tình chào hỏi và mời nước bọn mình .	khi đến khách sạn các bạn nhân viên rất nhiệt tình chào hỏi và mời nước bọn mình	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_1040:1	Khách sạn mới, sạch sẽ .	khách sạn mới , sạch sẽ	facility	positive	facility positive	yes	1	7

TripAdivisor_Vi_1040:1	Khách sạn mới, sạch sẽ .	khách sạn mới , sạch sẽ	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_1040:1	Khách sạn mới, sạch sẽ .	khách sạn mới , sạch sẽ	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_1040:2	Buffet sang ngon .	buffet sang ngon	service	positive	service positive	yes	1	4

TripAdivisor_Vi_1040:2	Buffet sang ngon .	buffet sang ngon	service	negative	service negative	no	0	0

TripAdivisor_Vi_1040:2	Buffet sang ngon .	buffet sang ngon	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_1040:3	Nằm ở trung tâm phố cổ, mọi khu vui chơi bạn có thể đi bộ ( phố đi hộ hồ gươm, hàng mã, chợ đồng xuân ) .	nằm ở trung tâm phố cổ , mọi khu vui chơi bạn có thể đi bộ ( phố đi hộ hồ gươm , hàng mã , chợ đồng xuân… )	amenity	positive	amenity positive	no	0	0

TripAdivisor_Vi_1040:3	Nằm ở trung tâm phố cổ, mọi khu vui chơi bạn có thể đi bộ ( phố đi hộ hồ gươm, hàng mã, chợ đồng xuân ) .	nằm ở trung tâm phố cổ , mọi khu vui chơi bạn có thể đi bộ ( phố đi hộ hồ gươm , hàng mã , chợ đồng xuân… )	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_1040:3	Nằm ở trung tâm phố cổ, mọi khu vui chơi bạn có thể đi bộ ( phố đi hộ hồ gươm, hàng mã, chợ đồng xuân ) .	nằm ở trung tâm phố cổ , mọi khu vui chơi bạn có thể đi bộ ( phố đi hộ hồ gươm , hàng mã , chợ đồng xuân… )	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_10401:0	Trải nghiệm tuyệt vời đến từ rất nhiều yếu tố. Sự pha trộn hài hòa giữa núi và biển, con người và cảnh quan. Các villa trên đồi là tuyệt vời nhất .	trải nghiệm tuyệt vời đến từ rất nhiều yếu tố . sự pha trộn hài hòa giữa núi và biển , con người và cảnh quan . các villa trên đồi là tuyệt vời nhất	experience	positive	experience positive	yes	1	36

TripAdivisor_Vi_10401:0	Trải nghiệm tuyệt vời đến từ rất nhiều yếu tố. Sự pha trộn hài hòa giữa núi và biển, con người và cảnh quan. Các villa trên đồi là tuyệt vời nhất .	trải nghiệm tuyệt vời đến từ rất nhiều yếu tố . sự pha trộn hài hòa giữa núi và biển , con người và cảnh quan . các villa trên đồi là tuyệt vời nhất	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10401:0	Trải nghiệm tuyệt vời đến từ rất nhiều yếu tố. Sự pha trộn hài hòa giữa núi và biển, con người và cảnh quan. Các villa trên đồi là tuyệt vời nhất .	trải nghiệm tuyệt vời đến từ rất nhiều yếu tố . sự pha trộn hài hòa giữa núi và biển , con người và cảnh quan . các villa trên đồi là tuyệt vời nhất	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10402:0	Đây là một trong những khu nghỉ dưỡng tuyệt vời nhất ở việt nam .	đây là một trong những khu nghỉ dưỡng tuyệt vời nhất ở việt nam	branding	positive	branding positive	yes	1	15

TripAdivisor_Vi_10402:0	Đây là một trong những khu nghỉ dưỡng tuyệt vời nhất ở việt nam .	đây là một trong những khu nghỉ dưỡng tuyệt vời nhất ở việt nam	branding	negative	branding negative	no	0	0

TripAdivisor_Vi_10402:0	Đây là một trong những khu nghỉ dưỡng tuyệt vời nhất ở việt nam .	đây là một trong những khu nghỉ dưỡng tuyệt vời nhất ở việt nam	branding	neutral	branding neutral	no	0	0

TripAdivisor_Vi_10402:1	Mọi thứ thật mộc mạc và gần gũi .	mọi thứ thật mộc mạc và gần gũi	experience	positive	experience positive	yes	1	9

TripAdivisor_Vi_10402:1	Mọi thứ thật mộc mạc và gần gũi .	mọi thứ thật mộc mạc và gần gũi	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10402:1	Mọi thứ thật mộc mạc và gần gũi .	mọi thứ thật mộc mạc và gần gũi	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10402:2	Nhân viên thì rất dễ thương, các bạn đều nhớ tên chúng tôi, điều đó rất dễ thương .	nhân viên thì rất dễ thương , các bạn đều nhớ tên chúng tôi , điều đó rất dễ thương	service	positive	service positive	yes	1	21

TripAdivisor_Vi_10402:2	Nhân viên thì rất dễ thương, các bạn đều nhớ tên chúng tôi, điều đó rất dễ thương .	nhân viên thì rất dễ thương , các bạn đều nhớ tên chúng tôi , điều đó rất dễ thương	service	negative	service negative	no	0	0

TripAdivisor_Vi_10402:2	Nhân viên thì rất dễ thương, các bạn đều nhớ tên chúng tôi, điều đó rất dễ thương .	nhân viên thì rất dễ thương , các bạn đều nhớ tên chúng tôi , điều đó rất dễ thương	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10402:3	Tôi sẽ quay lại cùng gia đình .	tôi sẽ quay lại cùng gia đình	loyalty	positive	loyalty positive	yes	1	8

TripAdivisor_Vi_10402:3	Tôi sẽ quay lại cùng gia đình .	tôi sẽ quay lại cùng gia đình	loyalty	negative	loyalty negative	no	0	0

TripAdivisor_Vi_10402:3	Tôi sẽ quay lại cùng gia đình .	tôi sẽ quay lại cùng gia đình	loyalty	neutral	loyalty neutral	no	0	0

TripAdivisor_Vi_1041:0	Với mức giá và vị trí thuận lợi trong phố cổ, dịch vụ ở đây mình thấy rất tốt .	với mức giá và vị trí thuận lợi trong phố cổ , dịch vụ ở đây mình thấy rất tốt	experience	positive	experience positive	yes	1	21

TripAdivisor_Vi_1041:0	Với mức giá và vị trí thuận lợi trong phố cổ, dịch vụ ở đây mình thấy rất tốt .	với mức giá và vị trí thuận lợi trong phố cổ , dịch vụ ở đây mình thấy rất tốt	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_1041:0	Với mức giá và vị trí thuận lợi trong phố cổ, dịch vụ ở đây mình thấy rất tốt .	với mức giá và vị trí thuận lợi trong phố cổ , dịch vụ ở đây mình thấy rất tốt	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_1041:1	Các bạn staff thân thiện, ( bữa sáng rất ngon ) .	các bạn staff thân thiện , ( bữa sáng rất ngon )	service	positive	service positive	no	0	0

TripAdivisor_Vi_1041:1	Các bạn staff thân thiện, ( bữa sáng rất ngon ) .	các bạn staff thân thiện , ( bữa sáng rất ngon )	service	negative	service negative	no	0	0

TripAdivisor_Vi_1041:1	Các bạn staff thân thiện, ( bữa sáng rất ngon ) .	các bạn staff thân thiện , ( bữa sáng rất ngon )	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_1041:2	Với mức giá và vị trí thuận lợi trong phố cổ, dịch vụ ở đây mình thấy rất tốt, các bạn staff thân thiện, ( bữa sáng rất ngon ) mình sẽ còn quay lại nếu có dịp ra .	với mức giá và vị trí thuận lợi trong phố cổ , dịch vụ ở đây mình thấy rất tốt , các bạn staff thân thiện , ( bữa sáng rất ngon ) mình sẽ còn quay lại nếu có dịp ra hn	loyalty	positive	loyalty positive	yes	1	43

TripAdivisor_Vi_1041:2	Với mức giá và vị trí thuận lợi trong phố cổ, dịch vụ ở đây mình thấy rất tốt, các bạn staff thân thiện, ( bữa sáng rất ngon ) mình sẽ còn quay lại nếu có dịp ra .	với mức giá và vị trí thuận lợi trong phố cổ , dịch vụ ở đây mình thấy rất tốt , các bạn staff thân thiện , ( bữa sáng rất ngon ) mình sẽ còn quay lại nếu có dịp ra hn	loyalty	negative	loyalty negative	no	0	0

TripAdivisor_Vi_1041:2	Với mức giá và vị trí thuận lợi trong phố cổ, dịch vụ ở đây mình thấy rất tốt, các bạn staff thân thiện, ( bữa sáng rất ngon ) mình sẽ còn quay lại nếu có dịp ra .	với mức giá và vị trí thuận lợi trong phố cổ , dịch vụ ở đây mình thấy rất tốt , các bạn staff thân thiện , ( bữa sáng rất ngon ) mình sẽ còn quay lại nếu có dịp ra hn	loyalty	neutral	loyalty neutral	no	0	0

TripAdivisor_Vi_10413:0	Phòng nghỉ tuyệt đẹp, nội thất sang trọng .	phòng nghỉ tuyệt đẹp , nội thất sang trọng	facility	positive	facility positive	yes	1	10

TripAdivisor_Vi_10413:0	Phòng nghỉ tuyệt đẹp, nội thất sang trọng .	phòng nghỉ tuyệt đẹp , nội thất sang trọng	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10413:0	Phòng nghỉ tuyệt đẹp, nội thất sang trọng .	phòng nghỉ tuyệt đẹp , nội thất sang trọng	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10413:1	Thức ăn ngon đa dạng nhân viên vui tính thân thiện .	thức ăn ngon đa dạng nhân viên vui tính thân thiện	service	positive	service positive	yes	1	12

TripAdivisor_Vi_10413:1	Thức ăn ngon đa dạng nhân viên vui tính thân thiện .	thức ăn ngon đa dạng nhân viên vui tính thân thiện	service	negative	service negative	no	0	0

TripAdivisor_Vi_10413:1	Thức ăn ngon đa dạng nhân viên vui tính thân thiện .	thức ăn ngon đa dạng nhân viên vui tính thân thiện	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10419:0	Khách sạn mới .	khách sạn mới	facility	positive	facility positive	yes	1	4

TripAdivisor_Vi_10419:0	Khách sạn mới .	khách sạn mới	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10419:0	Khách sạn mới .	khách sạn mới	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10419:1	Phòng đẹp .	phòng đẹp	facility	positive	facility positive	yes	1	3

TripAdivisor_Vi_10419:1	Phòng đẹp .	phòng đẹp	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10419:1	Phòng đẹp .	phòng đẹp	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10419:2	Nhân viên tốt. Đẹp. Nhiệt tình. Vui vẻ .	nhân viên tốt . đẹp . nhiệt tình . vui vẻ	service	positive	service positive	yes	1	12

TripAdivisor_Vi_10419:2	Nhân viên tốt. Đẹp. Nhiệt tình. Vui vẻ .	nhân viên tốt . đẹp . nhiệt tình . vui vẻ	service	negative	service negative	no	0	0

TripAdivisor_Vi_10419:2	Nhân viên tốt. Đẹp. Nhiệt tình. Vui vẻ .	nhân viên tốt . đẹp . nhiệt tình . vui vẻ	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10419:3	Khách sạn trung tâm nên thuận tiện đi lại có đầy đủ dịch vụ thuê xe, massage. Xông hơi .	khách sạn trung tâm nên thuận tiện đi lại có đầy đủ dịch vụ thuê xe , massage . xông hơi	amenity	positive	amenity positive	yes	1	22

TripAdivisor_Vi_10419:3	Khách sạn trung tâm nên thuận tiện đi lại có đầy đủ dịch vụ thuê xe, massage. Xông hơi .	khách sạn trung tâm nên thuận tiện đi lại có đầy đủ dịch vụ thuê xe , massage . xông hơi	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10419:3	Khách sạn trung tâm nên thuận tiện đi lại có đầy đủ dịch vụ thuê xe, massage. Xông hơi .	khách sạn trung tâm nên thuận tiện đi lại có đầy đủ dịch vụ thuê xe , massage . xông hơi	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_10419:4	Cà phê toà nhà nên ngắm cảnh đẹp .	cà phê toà nhà nên ngắm cảnh đẹp	experience	positive	experience positive	yes	1	9

TripAdivisor_Vi_10419:4	Cà phê toà nhà nên ngắm cảnh đẹp .	cà phê toà nhà nên ngắm cảnh đẹp	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10419:4	Cà phê toà nhà nên ngắm cảnh đẹp .	cà phê toà nhà nên ngắm cảnh đẹp	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10419:5	View đẹp .	view đẹp	experience	positive	experience positive	yes	1	3

TripAdivisor_Vi_10419:5	View đẹp .	view đẹp	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10419:5	View đẹp .	view đẹp	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10419:6	Giá phòng ổn .	giá phòng ổn	experience	positive	experience positive	yes	1	4

TripAdivisor_Vi_10419:6	Giá phòng ổn .	giá phòng ổn	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10419:6	Giá phòng ổn .	giá phòng ổn	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10420:0	Phòng nhỏ thôi nhưng sạch sẽ, khách sạn có thang máy đỡ phải leo bộ .	phòng nhỏ thôi nhưng sạch sẽ , khách sạn có thang máy đỡ phải leo bộ	facility	positive	facility positive	yes	1	17

TripAdivisor_Vi_10420:0	Phòng nhỏ thôi nhưng sạch sẽ, khách sạn có thang máy đỡ phải leo bộ .	phòng nhỏ thôi nhưng sạch sẽ , khách sạn có thang máy đỡ phải leo bộ	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10420:0	Phòng nhỏ thôi nhưng sạch sẽ, khách sạn có thang máy đỡ phải leo bộ .	phòng nhỏ thôi nhưng sạch sẽ , khách sạn có thang máy đỡ phải leo bộ	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10420:1	Nằm ngay trục đường chính của pleiku rất dễ tìm .	nằm ngay trục đường chính của pleiku rất dễ tìm	amenity	positive	amenity positive	yes	1	11

TripAdivisor_Vi_10420:1	Nằm ngay trục đường chính của pleiku rất dễ tìm .	nằm ngay trục đường chính của pleiku rất dễ tìm	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10420:1	Nằm ngay trục đường chính của pleiku rất dễ tìm .	nằm ngay trục đường chính của pleiku rất dễ tìm	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_10420:2	Giá chấp nhận được.	giá chấp nhận được .	experience	positive	experience positive	no	0	0

TripAdivisor_Vi_10420:2	Giá chấp nhận được.	giá chấp nhận được .	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10420:2	Giá chấp nhận được.	giá chấp nhận được .	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10423:0	Tre xanh plaza tọa lạc ở đường lê lai là một quần thể khách sạn, nhà hàng, cafe, karaoke giải trí .	tre xanh plaza tọa lạc ở đường lê lai là một quần thể khách sạn , nhà hàng , cafe , karaoke giải trí	branding	positive	branding positive	no	0	0

TripAdivisor_Vi_10423:0	Tre xanh plaza tọa lạc ở đường lê lai là một quần thể khách sạn, nhà hàng, cafe, karaoke giải trí .	tre xanh plaza tọa lạc ở đường lê lai là một quần thể khách sạn , nhà hàng , cafe , karaoke giải trí	branding	negative	branding negative	no	0	0

TripAdivisor_Vi_10423:0	Tre xanh plaza tọa lạc ở đường lê lai là một quần thể khách sạn, nhà hàng, cafe, karaoke giải trí .	tre xanh plaza tọa lạc ở đường lê lai là một quần thể khách sạn , nhà hàng , cafe , karaoke giải trí	branding	neutral	branding neutral	yes	1	25

TripAdivisor_Vi_10423:1	Từ vị trí này, du khách có thể đi đến các điểm du lịch tại gia lai cách sân bay 5km .	từ vị trí này , du khách có thể đi đến các điểm du lịch tại gia lai cách sân bay 5km	amenity	positive	amenity positive	no	0	0

TripAdivisor_Vi_10423:1	Từ vị trí này, du khách có thể đi đến các điểm du lịch tại gia lai cách sân bay 5km .	từ vị trí này , du khách có thể đi đến các điểm du lịch tại gia lai cách sân bay 5km	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10423:1	Từ vị trí này, du khách có thể đi đến các điểm du lịch tại gia lai cách sân bay 5km .	từ vị trí này , du khách có thể đi đến các điểm du lịch tại gia lai cách sân bay 5km	amenity	neutral	amenity neutral	yes	1	23

TripAdivisor_Vi_10423:2	Phục vụ tốt .	phục vụ tốt	service	positive	service positive	yes	1	4

TripAdivisor_Vi_10423:2	Phục vụ tốt .	phục vụ tốt	service	negative	service negative	no	0	0

TripAdivisor_Vi_10423:2	Phục vụ tốt .	phục vụ tốt	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10423:3	Phòng sạch sẽ .	phòng sạch sẽ	facility	positive	facility positive	yes	1	4

TripAdivisor_Vi_10423:3	Phòng sạch sẽ .	phòng sạch sẽ	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10423:3	Phòng sạch sẽ .	phòng sạch sẽ	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10423:4	Giá cả vừa phải .	giá cả vừa phải	experience	positive	experience positive	yes	1	5

TripAdivisor_Vi_10423:4	Giá cả vừa phải .	giá cả vừa phải	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10423:4	Giá cả vừa phải .	giá cả vừa phải	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10426:0	Nhà tôi là một trải nghiệm cho quý bạn trẻ, và nhóm đi tự túc .	homestay nhà tôi là một trải nghiệm cho quý bạn trẻ , và nhóm đi tự túc	branding	positive	branding positive	yes	1	17

TripAdivisor_Vi_10426:0	Nhà tôi là một trải nghiệm cho quý bạn trẻ, và nhóm đi tự túc .	homestay nhà tôi là một trải nghiệm cho quý bạn trẻ , và nhóm đi tự túc	branding	negative	branding negative	no	0	0

TripAdivisor_Vi_10426:0	Nhà tôi là một trải nghiệm cho quý bạn trẻ, và nhóm đi tự túc .	homestay nhà tôi là một trải nghiệm cho quý bạn trẻ , và nhóm đi tự túc	branding	neutral	branding neutral	no	0	0

TripAdivisor_Vi_10426:1	Đồ ăn thì ngon, chủ lại thân thiện, nhiệt tình .	đồ ăn thì ngon , chủ lại thân thiện , nhiệt tình	service	positive	service positive	yes	1	13

TripAdivisor_Vi_10426:1	Đồ ăn thì ngon, chủ lại thân thiện, nhiệt tình .	đồ ăn thì ngon , chủ lại thân thiện , nhiệt tình	service	negative	service negative	no	0	0

TripAdivisor_Vi_10426:1	Đồ ăn thì ngon, chủ lại thân thiện, nhiệt tình .	đồ ăn thì ngon , chủ lại thân thiện , nhiệt tình	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_1043:0	Khách sạn mới .	khách sạn mới	facility	positive	facility positive	yes	1	4

TripAdivisor_Vi_1043:0	Khách sạn mới .	khách sạn mới	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_1043:0	Khách sạn mới .	khách sạn mới	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_1043:1	Nhân viên thân thiện nhiệt tình .	nhân viên thân thiện nhiệt tình	service	positive	service positive	yes	1	7

TripAdivisor_Vi_1043:1	Nhân viên thân thiện nhiệt tình .	nhân viên thân thiện nhiệt tình	service	negative	service negative	no	0	0

TripAdivisor_Vi_1043:1	Nhân viên thân thiện nhiệt tình .	nhân viên thân thiện nhiệt tình	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_1043:2	Phòng sạch sẽ, ấm cúng, nội thất ốp gỗ nhập khẩu 100 %.	phòng sạch sẽ , ấm cúng , nội thất ốp gỗ nhập khẩu 100 % .	facility	positive	facility positive	no	0	0

TripAdivisor_Vi_1043:2	Phòng sạch sẽ, ấm cúng, nội thất ốp gỗ nhập khẩu 100 %.	phòng sạch sẽ , ấm cúng , nội thất ốp gỗ nhập khẩu 100 % .	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_1043:2	Phòng sạch sẽ, ấm cúng, nội thất ốp gỗ nhập khẩu 100 %.	phòng sạch sẽ , ấm cúng , nội thất ốp gỗ nhập khẩu 100 % .	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_1043:3	Tại trung tâm hồ hoàn kiếm, rất gần các điểm tham quan nổi tiếng, đi bộ rất tiện .	tại trung tâm hồ hoàn kiếm , rất gần các điểm tham quan nổi tiếng , đi bộ rất tiện	amenity	positive	amenity positive	yes	1	21

TripAdivisor_Vi_1043:3	Tại trung tâm hồ hoàn kiếm, rất gần các điểm tham quan nổi tiếng, đi bộ rất tiện .	tại trung tâm hồ hoàn kiếm , rất gần các điểm tham quan nổi tiếng , đi bộ rất tiện	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_1043:3	Tại trung tâm hồ hoàn kiếm, rất gần các điểm tham quan nổi tiếng, đi bộ rất tiện .	tại trung tâm hồ hoàn kiếm , rất gần các điểm tham quan nổi tiếng , đi bộ rất tiện	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_1043:4	Lần sau ra hà nội công tác, nhất định tôi sẽ quay lại đây .	lần sau ra hà nội công tác , nhất định tôi sẽ quay lại đây	loyalty	positive	loyalty positive	yes	1	16

TripAdivisor_Vi_1043:4	Lần sau ra hà nội công tác, nhất định tôi sẽ quay lại đây .	lần sau ra hà nội công tác , nhất định tôi sẽ quay lại đây	loyalty	negative	loyalty negative	no	0	0

TripAdivisor_Vi_1043:4	Lần sau ra hà nội công tác, nhất định tôi sẽ quay lại đây .	lần sau ra hà nội công tác , nhất định tôi sẽ quay lại đây	loyalty	neutral	loyalty neutral	no	0	0

TripAdivisor_Vi_10430:0	Một không gian đẹp, thân thiện và cực kỳ đáng yêu .	một không gian đẹp , thân thiện và cực kỳ đáng yêu	experience	positive	experience positive	yes	1	13

TripAdivisor_Vi_10430:0	Một không gian đẹp, thân thiện và cực kỳ đáng yêu .	một không gian đẹp , thân thiện và cực kỳ đáng yêu	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10430:0	Một không gian đẹp, thân thiện và cực kỳ đáng yêu .	một không gian đẹp , thân thiện và cực kỳ đáng yêu	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10430:1	Kiến trúc nhà việt, mộc, thân thiện, nồng ấm .	kiến trúc nhà việt , mộc , thân thiện , nồng ấm	facility	positive	facility positive	yes	1	13

TripAdivisor_Vi_10430:1	Kiến trúc nhà việt, mộc, thân thiện, nồng ấm .	kiến trúc nhà việt , mộc , thân thiện , nồng ấm	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10430:1	Kiến trúc nhà việt, mộc, thân thiện, nồng ấm .	kiến trúc nhà việt , mộc , thân thiện , nồng ấm	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10430:2	Về với nhà tôi chúng ta luôn có cảm nhận mình về với ngôi nhà thân yêu của mình .	về với nhà tôi chúng ta luôn có cảm nhận mình về với ngôi nhà thân yêu của mình	experience	positive	experience positive	yes	1	20

TripAdivisor_Vi_10430:2	Về với nhà tôi chúng ta luôn có cảm nhận mình về với ngôi nhà thân yêu của mình .	về với nhà tôi chúng ta luôn có cảm nhận mình về với ngôi nhà thân yêu của mình	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10430:2	Về với nhà tôi chúng ta luôn có cảm nhận mình về với ngôi nhà thân yêu của mình .	về với nhà tôi chúng ta luôn có cảm nhận mình về với ngôi nhà thân yêu của mình	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10432:0	Nếu bạn là người say đắm vẻ đẹp thiên nhiên và khí hậu vùng cao tây nguyên, đã chán sự ồn ào của đô thị thì nhà tôi là một lựa chọn hoàn hảo với những cung bậc cảm xúc tuyệt vời khi đến với nơi này .	nếu bạn là người say đắm vẻ đẹp thiên nhiên và khí hậu vùng cao tây nguyên , đã chán sự ồn ào của đô thị thì homestay nhà tôi là một lựa chọn hoàn hảo với những cung bậc cảm xúc tuyệt vời khi đến với nơi này	experience	positive	experience positive	yes	1	49

TripAdivisor_Vi_10432:0	Nếu bạn là người say đắm vẻ đẹp thiên nhiên và khí hậu vùng cao tây nguyên, đã chán sự ồn ào của đô thị thì nhà tôi là một lựa chọn hoàn hảo với những cung bậc cảm xúc tuyệt vời khi đến với nơi này .	nếu bạn là người say đắm vẻ đẹp thiên nhiên và khí hậu vùng cao tây nguyên , đã chán sự ồn ào của đô thị thì homestay nhà tôi là một lựa chọn hoàn hảo với những cung bậc cảm xúc tuyệt vời khi đến với nơi này	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10432:0	Nếu bạn là người say đắm vẻ đẹp thiên nhiên và khí hậu vùng cao tây nguyên, đã chán sự ồn ào của đô thị thì nhà tôi là một lựa chọn hoàn hảo với những cung bậc cảm xúc tuyệt vời khi đến với nơi này .	nếu bạn là người say đắm vẻ đẹp thiên nhiên và khí hậu vùng cao tây nguyên , đã chán sự ồn ào của đô thị thì homestay nhà tôi là một lựa chọn hoàn hảo với những cung bậc cảm xúc tuyệt vời khi đến với nơi này	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10432:1	Ưu điểm đầu tiên là giá phòng cực kỳ hợp lý với túi tiền sinh viên chỉ 70k / người, ở phòng tập thể trò chuyện thật vui vui cùng những tiện nghi ấm cúng, đầy đủ .	ưu điểm đầu tiên là giá phòng cực kỳ hợp lý với túi tiền sinh viên chỉ 70k/ người , ở phòng tập thể trò chuyện thật vui vui cùng những tiện nghi ấm cúng , đầy đủ	experience	positive	experience positive	yes	1	40

TripAdivisor_Vi_10432:1	Ưu điểm đầu tiên là giá phòng cực kỳ hợp lý với túi tiền sinh viên chỉ 70k / người, ở phòng tập thể trò chuyện thật vui vui cùng những tiện nghi ấm cúng, đầy đủ .	ưu điểm đầu tiên là giá phòng cực kỳ hợp lý với túi tiền sinh viên chỉ 70k/ người , ở phòng tập thể trò chuyện thật vui vui cùng những tiện nghi ấm cúng , đầy đủ	experience	negative	experience negative	no	0	0

